United Arab Emirates,1.1694431191604622,0.09976758558540567,0.054706298075598306,0.6491414508641423,0.11111335753575075,0.08427292386316271,0.17044150323640225
Afghanistan,1.2941763704123819,0.15378816182749783,0.0974001088697567,0.6013778866809882,0.16861569984712071,0.09142389630390138,0.18157061688311685
Antigua and Barbuda,1.1305141958620413,0.09158861432935875,0.10808659579012846,0.594636323428893,0.1235987206470524,0.0710988371454611,0.14150510452114726
Angola,1.3053272454995635,0.11378232906287346,0.11246962519557908,0.6110520722635494,0.1531449453550186,0.11939764373171094,0.19548062989083176
Argentina,1.1194463796825198,0.09082312455361635,0.040257460677521,0.6398168641582702,0.08783506301010507,0.08221517150482138,0.17849869577818567
Austria,1.1087999018352406,0.08420371518207909,0.09608380057595764,0.6195776369723459,0.08953336003770619,0.08020324396039859,0.13919814510675294
Australia,1.101298734233779,0.08822309605766704,0.05989393859281337,0.6337842480803496,0.10438840457377668,0.060977552387581874,0.15403149454159015
Aruba,1.1121150871015446,0.0888483734167278,0.09221280496750459,0.5918355932338818,0.11559918673811978,0.06545856454861462,0.1581605641966959
Bosnia and Herzegovina,1.1216511368967461,0.10821019120418977,0.08859128675975025,0.5502544885060687,0.11818074985373665,0.0902836119554757,0.16613080861752486
Barbados,1.1032596560729573,0.0802487678224466,0.08294341629139551,0.6188025856351826,0.11000643179454646,0.06954461045634963,0.1417138440730364
Bangladesh,1.331820979162733,0.12029918931746751,0.0937007328677911,0.6456657051768635,0.13269588226151494,0.12852332810348546,0.21093614143561004
Belgium,1.150086326580223,0.09114075456184752,0.10186497389423793,0.639992648997627,0.09929983156027243,0.07841607621757618,0.13937204134866193
Burkina Faso,1.4707549192763103,0.16671854623467774,0.1437056851803721,0.6204965122689828,0.17522280671383308,0.1391143154536547,0.22549705342478985
Bulgaria,1.1284288107869527,0.09383334951733847,0.09423319955883455,0.588423769306369,0.099843185519996,0.10748319211289485,0.14461211477151964
Bahrain,1.142561683879984,0.08549510804411604,0.05227333488729203,0.6440277100828586,0.10268884393231574,0.09771923354725516,0.16035745338614624
Benin,1.3548636263157254,0.15263392415539906,0.1323816453146282,0.6246833875336588,0.13707177705807944,0.10600806953151759,0.20208482272244224
Bolivia,1.1643810855570607,0.08317096389817322,0.058960818643334405,0.6679823895551844,0.09969407908453698,0.08475735761030138,0.16981547676552985
Brazil,1.1730592140596774,0.10749779247144275,0.058619742077603065,0.63125134834962,0.09795029195798227,0.08960169508168815,0.1881383441213409
Bahamas,1.0581657735392846,0.07890473913047419,0.07399872059052412,0.5944324147243774,0.09714916077085496,0.07671619383459856,0.1369645444884552
Botswana,1.3497197283055438,0.13183006613056766,0.11017219898317475,0.6316268886882456,0.1483255220936565,0.13855241594965376,0.18921263646024533
Belarus,1.0885380594448113,0.09078773149555633,0.08250329347404352,0.5685121411392455,0.10225036992295741,0.09562547597797787,0.1488590474350304
Belize,1.1612148865176581,0.10044731380302034,0.09625731769345851,0.6150391920289565,0.12276135009559234,0.0828839955746322,0.14382571732199784
